timestamp;algorithm;structure;size;dataType;distribution;iterations;pivot;shellParam;type;duration_us;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;27277;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;26950;;;;;;
;;;;;;;;;AVG;25782;;;;;;
;;;;;;;;;MIN;24786;;;;;;
;;;;;;;;;MAX;29465;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1757;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;2089;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1451;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1346;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1349;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1354;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1339;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1337;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1388;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1859;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1379;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1392;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1336;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1351;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1340;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1348;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1366;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1455;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1380;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1397;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1354;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1342;;;;;;
